桥ID,古桥名称,建造年代,经度,纬度,所在省份,桥型,材质,长度,跨度,保护级别,数据来源,建造朝代,地理区域,桥梁时代,规模分类,故事,
br_af21df96e3a7,登云桥,1420,119.5333,25.9167,福建,石拱桥,石,46,10,省级,寿宁县志,明清时期,华东,古代,小型,"登云桥
历史背景：登云桥位于福建，档案中多记其建于1420，属明清时期，地处华东一带，为石拱桥。据《寿宁县志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约46米，跨度约10米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_ec8faaaa0d95,文兴桥,1867,119.85,27.5667,浙江,木拱廊桥,木,50,27,国家级,泰顺廊桥档案,明清时期,华东,近现代,小型,"文兴桥
历史背景：文兴桥位于浙江，档案中多记其建于1867，属近现代，地处华东一带，为木拱廊桥。据《泰顺廊桥档案》等资料，可反映当时水陆通行与营造传统。
建筑特点：以木为主要用材，桥长约50米，跨度约27米；在现表中多归为小型桥梁，保护层级为国家级，是近现代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_19de3eb15cee,溪东桥,1570,119.8333,27.55,浙江,木拱廊桥,木,42,26,国家级,泰顺文物局,明清时期,华东,古代,小型,"泗溪东桥
泗溪东桥位于浙江温州泰顺的泗溪镇下桥村, 为叠梁式木拱廊桥。始建于明隆庆四年(1570)。清乾隆十年(1745)、道光七年(1827)重修。桥长41.7米，宽4.86米，净跨25.7米，离水面9.5米。处在“将军逗狮”风水模式中的溪东桥，“虹气临虚，影摇波月”。桥拱上建有廊屋15间，当中几间高起为楼阁。屋檐翼角飞挑，屋脊青龙绕虚，颇有吞云吐雾之势。此桥无桥墩，由粗木架成八字形伸臂木拱，颇为罕见。东溪早时以碇步渡水，津道多阻，林正绪倡首建造蜈蚣桥。林正绪生平端方正直，好行义举，乾隆癸亥年(1743)邑侯张考首书“达尊有二”匾相赠。此桥修建者是修北涧桥的人的徒弟，故而有人也将这两桥称为“师徒桥”。因此桥外型美观，号称“最美的廊桥”。",
br_2643e89ea229,北涧桥,1674,119.8167,27.55,浙江,木拱廊桥,木,52,28,国家级,泰顺廊桥档案,明清时期,华东,古代,小型,"北涧桥
历史背景：北涧桥位于浙江，档案中多记其建于1674，属明清时期，地处华东一带，为木拱廊桥。据《泰顺廊桥档案》等资料，可反映当时水陆通行与营造传统。
建筑特点：以木为主要用材，桥长约52米，跨度约28米；在现表中多归为小型桥梁，保护层级为国家级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_e3353b01e083,仙居桥,1452,119.7333,27.5333,浙江,木拱廊桥,木,43,34,省级,泰顺县志,明清时期,华东,古代,小型,"仙居桥
历史背景：仙居桥位于浙江，档案中多记其建于1452，属明清时期，地处华东一带，为木拱廊桥。据《泰顺县志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以木为主要用材，桥长约43米，跨度约34米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_f7c44a7a23ff,如龙桥,1620,119.3667,27.6167,浙江,木拱廊桥,木,29,20,国家级,庆元文物局,明清时期,华东,古代,小型,"如龙桥
历史背景：如龙桥位于浙江，档案中多记其建于1620，属明清时期，地处华东一带，为木拱廊桥。据《庆元文物局》等资料，可反映当时水陆通行与营造传统。
建筑特点：以木为主要用材，桥长约29米，跨度约20米；在现表中多归为小型桥梁，保护层级为国家级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_b7b2f0b7af72,兰溪桥,1776,119.35,27.6333,浙江,木拱廊桥,木,48,32,省级,庆元县志,明清时期,华东,古代,小型,"兰溪桥
历史背景：兰溪桥位于浙江，档案中多记其建于1776，属明清时期，地处华东一带，为木拱廊桥。据《庆元县志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以木为主要用材，桥长约48米，跨度约32米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_a430641ebe77,金鳌桥,1700,112.4333,34.6667,河南,石拱桥,石,32,9,市级,郑州文物档案,明清时期,华北,古代,小型,"金鳌桥
历史背景：金鳌桥位于河南，档案中多记其建于1700，属明清时期，地处华北一带，为石拱桥。据《郑州文物档案》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约32米，跨度约9米；在现表中多归为小型桥梁，保护层级为市级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_58105710eb4d,顺阳桥,1380,112.6,32.7167,湖北,石梁桥,石,56,4,省级,南阳文物志,明清时期,华中,古代,小型,"顺阳桥
历史背景：顺阳桥位于湖北，档案中多记其建于1380，属明清时期，地处华中一带，为石梁桥。据《南阳文物志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约56米，跨度约4米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_e11437c50d03,万寿桥,1596,112.2833,30.9833,湖北,石拱桥,石,78,14,省级,宜昌文物局,明清时期,华中,古代,中型,"万寿桥
历史背景：万寿桥位于湖北，档案中多记其建于1596，属明清时期，地处华中一带，为石拱桥。据《宜昌文物局》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约78米，跨度约14米；在现表中多归为中型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_78623786b7a8,遇仙桥,1430,108.9333,34.8667,陕西,石拱桥,石,21,7,市级,延安文物档案,明清时期,西北,古代,小型,"遇仙桥
历史背景：遇仙桥位于陕西，档案中多记其建于1430，属明清时期，地处西北一带，为石拱桥。据《延安文物档案》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约21米，跨度约7米；在现表中多归为小型桥梁，保护层级为市级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_d40db8f0b4b1,延平桥,1165,108.2667,26.55,贵州,石拱桥,石,45,13,省级,毕节文物志,宋元时期,西南,古代,小型,"延平桥
历史背景：延平桥位于贵州，档案中多记其建于1165，属宋元时期，地处西南一带，为石拱桥。据《毕节文物志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约45米，跨度约13米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_88096dd7e286,镇远桥,1375,108.4167,27.05,贵州,石拱桥,石,67,15,省级,镇远县志,明清时期,西南,古代,中型,"镇远桥
历史背景：镇远桥位于贵州，档案中多记其建于1375，属明清时期，地处西南一带，为石拱桥。据《镇远县志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约67米，跨度约15米；在现表中多归为中型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_7e05ca2725d6,中山桥,1907,103.8167,36.0667,甘肃,铁梁桥,铁/石,233,21,国家级,兰州交通档案,明清时期,西北,近现代,大型,"中山桥
历史背景：中山桥位于甘肃，档案中多记其建于1907，属近现代，地处西北一带，为铁梁桥。据《兰州交通档案》等资料，可反映当时水陆通行与营造传统。
建筑特点：以铁/石为主要用材，桥长约233米，跨度约21米；在现表中多归为大型桥梁，保护层级为国家级，是近现代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_8fa36d6d7c6a,握桥,1756,103.8333,36.0833,甘肃,木拱桥,木,46,12,省级,兰州地方志,明清时期,西北,古代,小型,"握桥
历史背景：握桥位于甘肃，档案中多记其建于1756，属明清时期，地处西北一带，为木拱桥。据《兰州地方志》等资料，可反映当时水陆通行与营造传统。
建筑特点：以木为主要用材，桥长约46米，跨度约12米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_4334bb2b4889,鸣沙桥,1690,94.8,40.1333,新疆,木梁桥,木,32,5,省级,新疆文物局,明清时期,西北,古代,小型,"鸣沙桥
历史背景：鸣沙桥位于新疆，档案中多记其建于1690，属明清时期，地处西北一带，为木梁桥。据《新疆文物局》等资料，可反映当时水陆通行与营造传统。
建筑特点：以木为主要用材，桥长约32米，跨度约5米；在现表中多归为小型桥梁，保护层级为省级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_904357d3075d,五音桥,1660,117.167,39.95,河北,七孔连拱石桥,石,111,7,国家级,清东陵档案,明清时期,华北,古代,中型,"五音桥
历史背景：五音桥位于河北，档案中多记其建于1660，属明清时期，地处华北一带，为七孔连拱石桥。据《清东陵档案》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约111米，跨度约7米；在现表中多归为中型桥梁，保护层级为国家级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_f5450836e690,崇陵桥,1880,117.25,39.9,河北,石拱桥,石,76,6,省级,易县文物局,明清时期,华北,近现代,中型,"崇陵桥
历史背景：崇陵桥位于河北，档案中多记其建于1880，属近现代，地处华北一带，为石拱桥。据《易县文物局》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约76米，跨度约6米；在现表中多归为中型桥梁，保护层级为省级，是近现代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
br_426a4af4a7e6,飞云楼桥,1560,110.75,37.5,山西,石拱桥,石,28,8,市级,临汾文物档案,明清时期,华北,古代,小型,"飞云楼桥
历史背景：飞云楼桥位于山西，档案中多记其建于1560，属明清时期，地处华北一带，为石拱桥。据《临汾文物档案》等资料，可反映当时水陆通行与营造传统。
建筑特点：以石为主要用材，桥长约28米，跨度约8米；在现表中多归为小型桥梁，保护层级为市级，是古代桥梁技术与使用功能的实物例证之一。
文化价值：作为交通与遗产载体，该桥有助于研读地方史、桥型演变与文物保护；参观时请遵守现场规定，勿刻画污损。",
